VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Fatigued/Drowsy
LARGE COM VEH(6 OR MORE TIRES),QUEENS,LARGE COM VEH(6 OR MORE TIRES),Outside Car Distraction
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Passenger Distraction
TAXI,BROOKLYN,OTHER,Turning Improperly
PICK-UP TRUCK,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inexperience
OTHER,MANHATTAN,OTHER,Driver Inattention/Distraction
UNKNOWN,BRONX,LIVERY VEHICLE,Illness
SMALL COM VEH(4 TIRES),MANHATTAN,UNKNOWN,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Brakes Defective
UNKNOWN,BROOKLYN,PICK-UP TRUCK,Physical Disability
MOTORCYCLE,QUEENS,VAN,View Obstructed/Limited
TAXI,BROOKLYN,MOTORCYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Outside Car Distraction
BICYCLE,BROOKLYN,TAXI,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Other Electronic Device
TAXI,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Traffic Control Disregarded
SMALL COM VEH(4 TIRES),BRONX,LIVERY VEHICLE,Fatigued/Drowsy
OTHER,MANHATTAN,LIVERY VEHICLE,Prescription Medication
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Backing Unsafely
PICK-UP TRUCK,QUEENS,PICK-UP TRUCK,Backing Unsafely
BICYCLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Driver Inexperience
TAXI,QUEENS,PASSENGER VEHICLE,View Obstructed/Limited
PASSENGER VEHICLE,MANHATTAN,VAN,View Obstructed/Limited
SMALL COM VEH(4 TIRES),BRONX,LIVERY VEHICLE,Driver Inattention/Distraction
VAN,QUEENS,OTHER,Prescription Medication
TAXI,BRONX,LARGE COM VEH(6 OR MORE TIRES),Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Driver Inexperience
SPORT UTILITY / STATION WAGON,MANHATTAN,TAXI,Failure to Keep Right
SPORT UTILITY / STATION WAGON,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
PICK-UP TRUCK,BROOKLYN,OTHER,Following Too Closely
PASSENGER VEHICLE,BROOKLYN,VAN,Pavement Slippery
BICYCLE,BROOKLYN,OTHER,Driver Inattention/Distraction
VAN,QUEENS,VAN,Driver Inattention/Distraction
PICK-UP TRUCK,BROOKLYN,MOTORCYCLE,Unspecified
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Passing or Lane Usage Improper
PASSENGER VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Prescription Medication
TAXI,MANHATTAN,LIVERY VEHICLE,Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),QUEENS,LIVERY VEHICLE,Unspecified
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
MOTORCYCLE,BROOKLYN,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Physical Disability
BICYCLE,STATEN ISLAND,UNKNOWN,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Lost Consciousness
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Reaction to Other Uninvolved Vehicle
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Other Vehicular
TAXI,MANHATTAN,MOTORCYCLE,Prescription Medication
MOTORCYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
LARGE COM VEH(6 OR MORE TIRES),BRONX,PASSENGER VEHICLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,MOTORCYCLE,Prescription Medication
PASSENGER VEHICLE,QUEENS,UNKNOWN,Prescription Medication
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Turning Improperly
PASSENGER VEHICLE,QUEENS,MOTORCYCLE,Driver Inexperience
VAN,BROOKLYN,PICK-UP TRUCK,Reaction to Other Uninvolved Vehicle
UNKNOWN,BRONX,LIVERY VEHICLE,Driver Inexperience
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Backing Unsafely
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Physical Disability
VAN,BRONX,PASSENGER VEHICLE,Oversized Vehicle
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
SPORT UTILITY / STATION WAGON,BROOKLYN,SMALL COM VEH(4 TIRES),Other Vehicular
VAN,MANHATTAN,BUS,Turning Improperly
BICYCLE,BROOKLYN,LIVERY VEHICLE,Physical Disability
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Driver Inexperience
VAN,BRONX,VAN,Turning Improperly
VAN,BROOKLYN,SPORT UTILITY / STATION WAGON,Turning Improperly
BICYCLE,MANHATTAN,TAXI,Outside Car Distraction
SPORT UTILITY / STATION WAGON,QUEENS,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
BICYCLE,BROOKLYN,UNKNOWN,Other Vehicular
BUS,BROOKLYN,PASSENGER VEHICLE,Physical Disability
SMALL COM VEH(4 TIRES),MANHATTAN,VAN,Driver Inattention/Distraction
MOTORCYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inexperience
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,VAN,Brakes Defective
PASSENGER VEHICLE,QUEENS,MOTORCYCLE,Pavement Defective
OTHER,MANHATTAN,TAXI,Alcohol Involvement
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Tire Failure/Inadequate
BUS,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,OTHER,Backing Unsafely
BICYCLE,BROOKLYN,UNKNOWN,Fatigued/Drowsy
MOTORCYCLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Unspecified
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LIVERY VEHICLE,Backing Unsafely
BICYCLE,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PICK-UP TRUCK,MANHATTAN,OTHER,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,OTHER,Driver Inexperience
TAXI,BROOKLYN,SMALL COM VEH(4 TIRES),Oversized Vehicle
OTHER,BRONX,PASSENGER VEHICLE,Driver Inexperience
LIVERY VEHICLE,BROOKLYN,VAN,Traffic Control Disregarded
PASSENGER VEHICLE,BRONX,MOTORCYCLE,Cell Phone (hand-held)
MOTORCYCLE,BROOKLYN,VAN,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Illness
SMALL COM VEH(4 TIRES),BROOKLYN,OTHER,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Cell Phone (hand-held)
TAXI,MANHATTAN,VAN,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Lane Marking Improper/Inadequate
SPORT UTILITY / STATION WAGON,MANHATTAN,VAN,Driver Inexperience
TAXI,MANHATTAN,PASSENGER VEHICLE,Glare
BICYCLE,QUEENS,PASSENGER VEHICLE,Lost Consciousness
PASSENGER VEHICLE,QUEENS,TAXI,Outside Car Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,LIVERY VEHICLE,Traffic Control Disregarded
OTHER,MANHATTAN,OTHER,Obstruction/Debris
LIVERY VEHICLE,BRONX,TAXI,Driver Inattention/Distraction
UNKNOWN,BROOKLYN,VAN,Passenger Distraction
BUS,MANHATTAN,BUS,Oversized Vehicle
OTHER,QUEENS,PASSENGER VEHICLE,Brakes Defective
PASSENGER VEHICLE,BROOKLYN,OTHER,Alcohol Involvement
UNKNOWN,BROOKLYN,VAN,Physical Disability
PICK-UP TRUCK,BROOKLYN,PASSENGER VEHICLE,Other Vehicular
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Traffic Control Disregarded
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Outside Car Distraction
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Other Electronic Device
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,TAXI,Windshield Inadequate
PASSENGER VEHICLE,QUEENS,UNKNOWN,Alcohol Involvement
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Backing Unsafely
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Unsafe Lane Changing
PASSENGER VEHICLE,QUEENS,VAN,Oversized Vehicle
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
SPORT UTILITY / STATION WAGON,STATEN ISLAND,BUS,Driver Inexperience
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Drugs (Illegal)
UNKNOWN,BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),QUEENS,LIVERY VEHICLE,Driver Inexperience
LIVERY VEHICLE,QUEENS,PASSENGER VEHICLE,Fatigued/Drowsy
BUS,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Oversized Vehicle
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Failure to Yield Right-of-Way
VAN,BROOKLYN,PICK-UP TRUCK,Lost Consciousness
FIRE TRUCK,BRONX,SPORT UTILITY / STATION WAGON,Unspecified
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
UNKNOWN,BROOKLYN,VAN,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Glare
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inexperience
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Physical Disability
SMALL COM VEH(4 TIRES),MANHATTAN,MOTORCYCLE,Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,VAN,Prescription Medication
SMALL COM VEH(4 TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Pavement Slippery
UNKNOWN,BRONX,SPORT UTILITY / STATION WAGON,Pavement Slippery
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),STATEN ISLAND,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Passing or Lane Usage Improper
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Other Electronic Device
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,Failure to Keep Right
LIVERY VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Reaction to Other Uninvolved Vehicle
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Fatigued/Drowsy
TAXI,MANHATTAN,PICK-UP TRUCK,Illness
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
LIVERY VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Driver Inattention/Distraction
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Lane Marking Improper/Inadequate
PASSENGER VEHICLE,BROOKLYN,PICK-UP TRUCK,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,TAXI,Traffic Control Disregarded
LIVERY VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Backing Unsafely
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Failure to Keep Right
SMALL COM VEH(4 TIRES),MANHATTAN,LIVERY VEHICLE,Alcohol Involvement
SPORT UTILITY / STATION WAGON,QUEENS,SMALL COM VEH(4 TIRES),Backing Unsafely
BUS,BRONX,LARGE COM VEH(6 OR MORE TIRES),Unspecified
PASSENGER VEHICLE,BRONX,TAXI,Driver Inexperience
BUS,BRONX,VAN,Unspecified
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Oversized Vehicle
UNKNOWN,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
SPORT UTILITY / STATION WAGON,MANHATTAN,UNKNOWN,Obstruction/Debris
BICYCLE,QUEENS,PASSENGER VEHICLE,Glare
PICK-UP TRUCK,BROOKLYN,OTHER,Fatigued/Drowsy
LARGE COM VEH(6 OR MORE TIRES),BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inexperience
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
UNKNOWN,BRONX,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
BICYCLE,QUEENS,BUS,Failure to Yield Right-of-Way
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,View Obstructed/Limited
MOTORCYCLE,MANHATTAN,TAXI,Physical Disability
MOTORCYCLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
OTHER,BROOKLYN,PASSENGER VEHICLE,Steering Failure
SPORT UTILITY / STATION WAGON,BROOKLYN,MOTORCYCLE,Failure to Yield Right-of-Way
OTHER,BROOKLYN,UNKNOWN,Other Vehicular
SMALL COM VEH(4 TIRES),BRONX,TAXI,Unspecified
PASSENGER VEHICLE,QUEENS,BICYCLE,Lost Consciousness
BICYCLE,BRONX,PASSENGER VEHICLE,Illness
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
PICK-UP TRUCK,BRONX,OTHER,Unspecified
MOTORCYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Other Vehicular
SPORT UTILITY / STATION WAGON,QUEENS,MOTORCYCLE,Fatigued/Drowsy
MOTORCYCLE,BRONX,VAN,Failure to Yield Right-of-Way
MOTORCYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Turning Improperly
TAXI,MANHATTAN,LIVERY VEHICLE,Driver Inexperience
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Obstruction/Debris
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Obstruction/Debris
VAN,MANHATTAN,FIRE TRUCK,Driver Inattention/Distraction
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Illness
VAN,MANHATTAN,VAN,Physical Disability
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Other Vehicular
MOTORCYCLE,BROOKLYN,LIVERY VEHICLE,Failure to Yield Right-of-Way
BICYCLE,QUEENS,PASSENGER VEHICLE,Steering Failure
BICYCLE,BROOKLYN,UNKNOWN,Aggressive Driving/Road Rage
PICK-UP TRUCK,BRONX,PASSENGER VEHICLE,Fatigued/Drowsy
UNKNOWN,MANHATTAN,VAN,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Accelerator Defective
LARGE COM VEH(6 OR MORE TIRES),QUEENS,SPORT UTILITY / STATION WAGON,Driver Inexperience
PICK-UP TRUCK,MANHATTAN,LIVERY VEHICLE,Outside Car Distraction
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Obstruction/Debris
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Passing or Lane Usage Improper
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,VAN,Turning Improperly
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Turning Improperly
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Oversized Vehicle
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Reaction to Other Uninvolved Vehicle
TAXI,MANHATTAN,BUS,Prescription Medication
SMALL COM VEH(4 TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Turning Improperly
VAN,BROOKLYN,VAN,Prescription Medication
TAXI,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
BICYCLE,QUEENS,BUS,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Prescription Medication
PASSENGER VEHICLE,BROOKLYN,OTHER,Outside Car Distraction
TAXI,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Steering Failure
OTHER,MANHATTAN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
BUS,BROOKLYN,TAXI,Driver Inattention/Distraction
BUS,BRONX,LIVERY VEHICLE,Other Vehicular
BICYCLE,MANHATTAN,PICK-UP TRUCK,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,PICK-UP TRUCK,Prescription Medication
PICK-UP TRUCK,MANHATTAN,VAN,Prescription Medication
TAXI,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Other Electronic Device
UNKNOWN,STATEN ISLAND,VAN,Outside Car Distraction
PASSENGER VEHICLE,STATEN ISLAND,MOTORCYCLE,Driver Inexperience
TAXI,MANHATTAN,PASSENGER VEHICLE,Following Too Closely
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Prescription Medication
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Passing or Lane Usage Improper
TAXI,MANHATTAN,OTHER,Driver Inexperience
VAN,MANHATTAN,MOTORCYCLE,Unspecified
BUS,QUEENS,LIVERY VEHICLE,Unspecified
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
VAN,MANHATTAN,PICK-UP TRUCK,Turning Improperly
PICK-UP TRUCK,BROOKLYN,BUS,Unspecified
SMALL COM VEH(4 TIRES),QUEENS,BUS,Fatigued/Drowsy
OTHER,BRONX,PICK-UP TRUCK,Unspecified
OTHER,BROOKLYN,VAN,Fatigued/Drowsy
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Lost Consciousness
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Drugs (Illegal)
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Aggressive Driving/Road Rage
LARGE COM VEH(6 OR MORE TIRES),QUEENS,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
BUS,BRONX,SMALL COM VEH(4 TIRES),Driver Inexperience
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Outside Car Distraction
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Brakes Defective
UNKNOWN,MANHATTAN,MOTORCYCLE,Turning Improperly
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Glare
VAN,QUEENS,PASSENGER VEHICLE,Animals Action
TAXI,BROOKLYN,VAN,Fatigued/Drowsy
UNKNOWN,MANHATTAN,PICK-UP TRUCK,Driver Inexperience
PICK-UP TRUCK,QUEENS,OTHER,Failure to Keep Right
SPORT UTILITY / STATION WAGON,BRONX,SMALL COM VEH(4 TIRES),Alcohol Involvement
PEDICAB,MANHATTAN,TAXI,Illness
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
PICK-UP TRUCK,MANHATTAN,PASSENGER VEHICLE,Lane Marking Improper/Inadequate
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Brakes Defective
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Keep Right
LIVERY VEHICLE,BROOKLYN,LIVERY VEHICLE,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),BROOKLYN,TAXI,Lost Consciousness
UNKNOWN,BROOKLYN,SMALL COM VEH(4 TIRES),Prescription Medication
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Illness
PASSENGER VEHICLE,QUEENS,UNKNOWN,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Other Electronic Device
OTHER,BROOKLYN,PICK-UP TRUCK,Failure to Keep Right
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Obstruction/Debris
MOTORCYCLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Alcohol Involvement
OTHER,QUEENS,OTHER,Outside Car Distraction
PASSENGER VEHICLE,BROOKLYN,VAN,Other Electronic Device
BUS,MANHATTAN,BUS,Turning Improperly
LIVERY VEHICLE,QUEENS,PASSENGER VEHICLE,Physical Disability
PASSENGER VEHICLE,QUEENS,BUS,Traffic Control Disregarded
AMBULANCE,MANHATTAN,PASSENGER VEHICLE,Unspecified
LIVERY VEHICLE,MANHATTAN,TAXI,Physical Disability
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,TAXI,Alcohol Involvement
OTHER,BROOKLYN,UNKNOWN,Physical Disability
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Traffic Control Disregarded
UNKNOWN,MANHATTAN,VAN,Driver Inexperience
BUS,MANHATTAN,PICK-UP TRUCK,Lost Consciousness
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,Brakes Defective
UNKNOWN,BROOKLYN,BICYCLE,Physical Disability
SPORT UTILITY / STATION WAGON,MANHATTAN,FIRE TRUCK,Backing Unsafely
OTHER,BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
PICK-UP TRUCK,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
UNKNOWN,BROOKLYN,VAN,Oversized Vehicle
SPORT UTILITY / STATION WAGON,BRONX,VAN,Physical Disability
BICYCLE,MANHATTAN,VAN,Traffic Control Device Improper/Non-Working
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Driver Inexperience
UNKNOWN,BRONX,SPORT UTILITY / STATION WAGON,Oversized Vehicle
PEDICAB,MANHATTAN,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,BROOKLYN,BUS,View Obstructed/Limited
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Physical Disability
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,OTHER,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Illness
UNKNOWN,MANHATTAN,LIVERY VEHICLE,Prescription Medication
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Tow Hitch Defective
SPORT UTILITY / STATION WAGON,MANHATTAN,VAN,Oversized Vehicle
SPORT UTILITY / STATION WAGON,BRONX,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
FIRE TRUCK,MANHATTAN,TAXI,Turning Improperly
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Aggressive Driving/Road Rage
UNKNOWN,MANHATTAN,MOTORCYCLE,Failure to Yield Right-of-Way
VAN,BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,View Obstructed/Limited
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Alcohol Involvement
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Drugs (Illegal)
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
TAXI,BROOKLYN,SPORT UTILITY / STATION WAGON,Turning Improperly
PASSENGER VEHICLE,MANHATTAN,FIRE TRUCK,Outside Car Distraction
TAXI,MANHATTAN,OTHER,Alcohol Involvement
BUS,QUEENS,AMBULANCE,Driver Inattention/Distraction
VAN,BROOKLYN,PASSENGER VEHICLE,Oversized Vehicle
UNKNOWN,BRONX,PASSENGER VEHICLE,Pavement Slippery
BICYCLE,BRONX,PASSENGER VEHICLE,Glare
MOTORCYCLE,MANHATTAN,TAXI,Illness
UNKNOWN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
SPORT UTILITY / STATION WAGON,STATEN ISLAND,OTHER,Oversized Vehicle
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Outside Car Distraction
VAN,BRONX,PASSENGER VEHICLE,Turning Improperly
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Passing or Lane Usage Improper
PASSENGER VEHICLE,QUEENS,VAN,Brakes Defective
SMALL COM VEH(4 TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Oversized Vehicle
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Unsafe Speed
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,STATEN ISLAND,PASSENGER VEHICLE,Failure to Keep Right
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Animals Action
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,BUS,Oversized Vehicle
LIVERY VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inexperience
SMALL COM VEH(4 TIRES),MANHATTAN,BUS,Outside Car Distraction
OTHER,MANHATTAN,SPORT UTILITY / STATION WAGON,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,TAXI,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Accelerator Defective
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Alcohol Involvement
PASSENGER VEHICLE,BROOKLYN,FIRE TRUCK,Failure to Yield Right-of-Way
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Aggressive Driving/Road Rage
PICK-UP TRUCK,STATEN ISLAND,PASSENGER VEHICLE,Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Traffic Control Disregarded
VAN,BROOKLYN,TAXI,Unspecified
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Physical Disability
UNKNOWN,BROOKLYN,BICYCLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Driver Inexperience
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Other Electronic Device
TAXI,MANHATTAN,VAN,Other Electronic Device
PASSENGER VEHICLE,BRONX,TAXI,Prescription Medication
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
