VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
PICK-UP TRUCK,STATEN ISLAND,PICK-UP TRUCK,Unspecified
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,View Obstructed/Limited
BICYCLE,BRONX,PASSENGER VEHICLE,Pavement Slippery
PICK-UP TRUCK,QUEENS,PICK-UP TRUCK,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,QUEENS,SMALL COM VEH(4 TIRES),Obstruction/Debris
BUS,QUEENS,OTHER,Following Too Closely
LIVERY VEHICLE,BROOKLYN,TAXI,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Physical Disability
PASSENGER VEHICLE,QUEENS,OTHER,Unsafe Speed
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Alcohol Involvement
SPORT UTILITY / STATION WAGON,MANHATTAN,TAXI,Brakes Defective
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Failure to Keep Right
UNKNOWN,QUEENS,OTHER,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Prescription Medication
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
UNKNOWN,BROOKLYN,LIVERY VEHICLE,Physical Disability
VAN,BRONX,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
UNKNOWN,BROOKLYN,BICYCLE,Unsafe Speed
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Drugs (Illegal)
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Other Vehicular
PICK-UP TRUCK,QUEENS,PICK-UP TRUCK,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,BUS,Fatigued/Drowsy
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Backing Unsafely
BICYCLE,MANHATTAN,LIVERY VEHICLE,Unspecified
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,TAXI,Driver Inexperience
UNKNOWN,MANHATTAN,OTHER,Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,BICYCLE,Turning Improperly
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Outside Car Distraction
MOTORCYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Prescription Medication
TAXI,BROOKLYN,OTHER,Pavement Slippery
TAXI,BROOKLYN,OTHER,Fatigued/Drowsy
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
OTHER,QUEENS,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
UNKNOWN,QUEENS,PASSENGER VEHICLE,Pavement Slippery
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Lane Marking Improper/Inadequate
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Brakes Defective
LIVERY VEHICLE,MANHATTAN,VAN,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,OTHER,Lost Consciousness
BUS,BROOKLYN,UNKNOWN,Unspecified
FIRE TRUCK,BROOKLYN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
PICK-UP TRUCK,BROOKLYN,PASSENGER VEHICLE,View Obstructed/Limited
PICK-UP TRUCK,BROOKLYN,LIVERY VEHICLE,Backing Unsafely
VAN,STATEN ISLAND,UNKNOWN,Unspecified
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
SMALL COM VEH(4 TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Unspecified
PASSENGER VEHICLE,QUEENS,OTHER,Other Vehicular
BICYCLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unspecified
PICK-UP TRUCK,BROOKLYN,OTHER,Other Vehicular
PICK-UP TRUCK,STATEN ISLAND,OTHER,Glare
TAXI,BROOKLYN,VAN,Other Electronic Device
SMALL COM VEH(4 TIRES),BROOKLYN,PASSENGER VEHICLE,Pavement Slippery
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Pavement Slippery
SMALL COM VEH(4 TIRES),BROOKLYN,VAN,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,UNKNOWN,Prescription Medication
OTHER,QUEENS,PASSENGER VEHICLE,Pavement Slippery
PICK-UP TRUCK,MANHATTAN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,QUEENS,TAXI,Reaction to Other Uninvolved Vehicle
UNKNOWN,QUEENS,VAN,Driver Inattention/Distraction
UNKNOWN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,TAXI,Pavement Slippery
TAXI,BROOKLYN,VAN,Driver Inattention/Distraction
PICK-UP TRUCK,STATEN ISLAND,PASSENGER VEHICLE,Prescription Medication
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Other Electronic Device
VAN,QUEENS,PASSENGER VEHICLE,Outside Car Distraction
UNKNOWN,BROOKLYN,BICYCLE,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BRONX,BUS,Backing Unsafely
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),View Obstructed/Limited
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inexperience
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
PASSENGER VEHICLE,QUEENS,BUS,Outside Car Distraction
AMBULANCE,QUEENS,BUS,Unspecified
PICK-UP TRUCK,BROOKLYN,SPORT UTILITY / STATION WAGON,Prescription Medication
VAN,BRONX,SPORT UTILITY / STATION WAGON,Outside Car Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Failure to Keep Right
VAN,MANHATTAN,TAXI,Alcohol Involvement
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Unsafe Lane Changing
OTHER,BROOKLYN,BICYCLE,Unspecified
PASSENGER VEHICLE,MANHATTAN,PEDICAB,Lost Consciousness
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),QUEENS,TAXI,Unspecified
LIVERY VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Brakes Defective
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,TAXI,Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),BRONX,PASSENGER VEHICLE,Fatigued/Drowsy
VAN,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
UNKNOWN,QUEENS,PICK-UP TRUCK,Failure to Yield Right-of-Way
AMBULANCE,BROOKLYN,MOTORCYCLE,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Drugs (Illegal)
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Turning Improperly
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Failure to Yield Right-of-Way
LIVERY VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
AMBULANCE,MANHATTAN,PASSENGER VEHICLE,Lost Consciousness
PICK-UP TRUCK,BRONX,PICK-UP TRUCK,Other Vehicular
VAN,BROOKLYN,VAN,Other Vehicular
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Passenger Distraction
SPORT UTILITY / STATION WAGON,BRONX,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
AMBULANCE,BROOKLYN,VAN,Pavement Slippery
UNKNOWN,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
LIVERY VEHICLE,MANHATTAN,VAN,Turning Improperly
VAN,BROOKLYN,OTHER,Oversized Vehicle
LIVERY VEHICLE,BROOKLYN,OTHER,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
UNKNOWN,BRONX,UNKNOWN,View Obstructed/Limited
PICK-UP TRUCK,QUEENS,AMBULANCE,Turning Improperly
UNKNOWN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Backing Unsafely
UNKNOWN,BROOKLYN,UNKNOWN,Driver Inattention/Distraction
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Physical Disability
UNKNOWN,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Driver Inexperience
BICYCLE,MANHATTAN,BUS,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,STATEN ISLAND,AMBULANCE,Driver Inattention/Distraction
BUS,BROOKLYN,BICYCLE,View Obstructed/Limited
PICK-UP TRUCK,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Obstruction/Debris
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Traffic Control Disregarded
UNKNOWN,BRONX,PASSENGER VEHICLE,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Traffic Control Disregarded
BUS,MANHATTAN,SMALL COM VEH(4 TIRES),Other Electronic Device
VAN,BRONX,SPORT UTILITY / STATION WAGON,Prescription Medication
SPORT UTILITY / STATION WAGON,MANHATTAN,AMBULANCE,Driver Inattention/Distraction
PASSENGER VEHICLE,BRONX,MOTORCYCLE,Alcohol Involvement
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Steering Failure
VAN,BROOKLYN,OTHER,Other Vehicular
SMALL COM VEH(4 TIRES),QUEENS,SPORT UTILITY / STATION WAGON,Other Vehicular
TAXI,MANHATTAN,TAXI,Reaction to Other Uninvolved Vehicle
TAXI,BROOKLYN,LIVERY VEHICLE,Lost Consciousness
SMALL COM VEH(4 TIRES),BROOKLYN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
LARGE COM VEH(6 OR MORE TIRES),BRONX,LIVERY VEHICLE,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Turning Improperly
OTHER,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,BUS,Lost Consciousness
SPORT UTILITY / STATION WAGON,STATEN ISLAND,UNKNOWN,Physical Disability
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Lost Consciousness
UNKNOWN,QUEENS,SPORT UTILITY / STATION WAGON,Outside Car Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Traffic Control Disregarded
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Animals Action
PICK-UP TRUCK,QUEENS,PASSENGER VEHICLE,Traffic Control Disregarded
SMALL COM VEH(4 TIRES),MANHATTAN,OTHER,Oversized Vehicle
PASSENGER VEHICLE,MANHATTAN,BICYCLE,Passenger Distraction
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Lost Consciousness
MOTORCYCLE,BROOKLYN,TAXI,Unspecified
BICYCLE,BROOKLYN,TAXI,Illness
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Fell Asleep
SPORT UTILITY / STATION WAGON,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
BICYCLE,MANHATTAN,MOTORCYCLE,Outside Car Distraction
VAN,QUEENS,VAN,Outside Car Distraction
PICK-UP TRUCK,MANHATTAN,TAXI,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Other Vehicular
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Outside Car Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Other Electronic Device
VAN,BROOKLYN,UNKNOWN,Backing Unsafely
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Other Electronic Device
VAN,MANHATTAN,VAN,Traffic Control Disregarded
BICYCLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
SMALL COM VEH(4 TIRES),STATEN ISLAND,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,OTHER,Passenger Distraction
SPORT UTILITY / STATION WAGON,STATEN ISLAND,VAN,Backing Unsafely
SPORT UTILITY / STATION WAGON,QUEENS,TAXI,Alcohol Involvement
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Reaction to Other Uninvolved Vehicle
AMBULANCE,BROOKLYN,BUS,Driver Inattention/Distraction
VAN,MANHATTAN,AMBULANCE,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),QUEENS,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Backing Unsafely
BUS,STATEN ISLAND,PASSENGER VEHICLE,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,BUS,Unsafe Speed
OTHER,BRONX,OTHER,Turning Improperly
UNKNOWN,MANHATTAN,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
VAN,BROOKLYN,PASSENGER VEHICLE,Driver Inexperience
AMBULANCE,MANHATTAN,PASSENGER VEHICLE,Alcohol Involvement
TAXI,BROOKLYN,OTHER,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,SMALL COM VEH(4 TIRES),Tire Failure/Inadequate
PICK-UP TRUCK,BROOKLYN,VAN,Lost Consciousness
PICK-UP TRUCK,MANHATTAN,UNKNOWN,Unspecified
PICK-UP TRUCK,QUEENS,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,BRONX,BUS,Illness
VAN,MANHATTAN,BUS,View Obstructed/Limited
PICK-UP TRUCK,QUEENS,BUS,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),View Obstructed/Limited
PASSENGER VEHICLE,BRONX,SMALL COM VEH(4 TIRES),Animals Action
MOTORCYCLE,QUEENS,PASSENGER VEHICLE,Traffic Control Disregarded
PASSENGER VEHICLE,BRONX,AMBULANCE,Lost Consciousness
VAN,BROOKLYN,OTHER,Turning Improperly
TAXI,MANHATTAN,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Alcohol Involvement
TAXI,MANHATTAN,MOTORCYCLE,Lost Consciousness
UNKNOWN,MANHATTAN,SMALL COM VEH(4 TIRES),Oversized Vehicle
SMALL COM VEH(4 TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
OTHER,QUEENS,PICK-UP TRUCK,Unspecified
BUS,MANHATTAN,PASSENGER VEHICLE,Other Electronic Device
UNKNOWN,BROOKLYN,VAN,Failure to Yield Right-of-Way
OTHER,MANHATTAN,SMALL COM VEH(4 TIRES),Backing Unsafely
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Illness
SMALL COM VEH(4 TIRES),MANHATTAN,VAN,Fatigued/Drowsy
AMBULANCE,BRONX,AMBULANCE,Unspecified
PASSENGER VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Drugs (Illegal)
LARGE COM VEH(6 OR MORE TIRES),BRONX,SPORT UTILITY / STATION WAGON,Other Vehicular
SPORT UTILITY / STATION WAGON,BROOKLYN,PICK-UP TRUCK,Failure to Yield Right-of-Way
OTHER,MANHATTAN,BUS,Fatigued/Drowsy
FIRE TRUCK,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
MOTORCYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Prescription Medication
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,View Obstructed/Limited
MOTORCYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Unspecified
PASSENGER VEHICLE,BRONX,VAN,Steering Failure
BICYCLE,MANHATTAN,PICK-UP TRUCK,Failure to Yield Right-of-Way
PASSENGER VEHICLE,STATEN ISLAND,BUS,Turning Improperly
OTHER,BRONX,MOTORCYCLE,Unspecified
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Tire Failure/Inadequate
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
BICYCLE,QUEENS,TAXI,Turning Improperly
MOTORCYCLE,MANHATTAN,PICK-UP TRUCK,Unspecified
AMBULANCE,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
BUS,MANHATTAN,LIVERY VEHICLE,Failure to Yield Right-of-Way
MOTORCYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
PASSENGER VEHICLE,STATEN ISLAND,VAN,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
PICK-UP TRUCK,QUEENS,PICK-UP TRUCK,Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,PICK-UP TRUCK,Driver Inattention/Distraction
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Turning Improperly
SMALL COM VEH(4 TIRES),QUEENS,VAN,Driver Inattention/Distraction
PICK-UP TRUCK,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
TAXI,QUEENS,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
FIRE TRUCK,MANHATTAN,TAXI,Unspecified
LIVERY VEHICLE,QUEENS,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,MANHATTAN,VAN,Other Electronic Device
PASSENGER VEHICLE,BRONX,AMBULANCE,Other Vehicular
PASSENGER VEHICLE,QUEENS,BUS,Tire Failure/Inadequate
SPORT UTILITY / STATION WAGON,QUEENS,VAN,Prescription Medication
BICYCLE,STATEN ISLAND,PASSENGER VEHICLE,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
BICYCLE,MANHATTAN,BUS,Prescription Medication
PASSENGER VEHICLE,QUEENS,BICYCLE,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,MOTORCYCLE,Physical Disability
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Passenger Distraction
TAXI,MANHATTAN,TAXI,Following Too Closely
LIVERY VEHICLE,BROOKLYN,PICK-UP TRUCK,Unspecified
BICYCLE,QUEENS,VAN,Aggressive Driving/Road Rage
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Oversized Vehicle
TAXI,MANHATTAN,PICK-UP TRUCK,Failure to Yield Right-of-Way
VAN,BROOKLYN,PASSENGER VEHICLE,Brakes Defective
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
VAN,BROOKLYN,BUS,Backing Unsafely
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Other Vehicular
SPORT UTILITY / STATION WAGON,BROOKLYN,UNKNOWN,Other Vehicular
MOTORCYCLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
TAXI,BRONX,SPORT UTILITY / STATION WAGON,Other Vehicular
UNKNOWN,BRONX,PASSENGER VEHICLE,Fell Asleep
OTHER,BRONX,PASSENGER VEHICLE,Pavement Slippery
LARGE COM VEH(6 OR MORE TIRES),QUEENS,SPORT UTILITY / STATION WAGON,Turning Improperly
OTHER,BROOKLYN,VAN,Turning Improperly
BUS,BRONX,PASSENGER VEHICLE,Glare
SPORT UTILITY / STATION WAGON,BROOKLYN,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
OTHER,MANHATTAN,VAN,Turning Improperly
SMALL COM VEH(4 TIRES),MANHATTAN,MOTORCYCLE,Lost Consciousness
AMBULANCE,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,VAN,Unsafe Speed
PASSENGER VEHICLE,QUEENS,PICK-UP TRUCK,Turning Improperly
BUS,MANHATTAN,VAN,Failure to Yield Right-of-Way
PEDICAB,BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
PICK-UP TRUCK,BROOKLYN,SMALL COM VEH(4 TIRES),Other Vehicular
UNKNOWN,BROOKLYN,BICYCLE,Alcohol Involvement
LIVERY VEHICLE,BRONX,MOTORCYCLE,Unspecified
BUS,BRONX,PASSENGER VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
UNKNOWN,BRONX,PASSENGER VEHICLE,Alcohol Involvement
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Keep Right
PICK-UP TRUCK,BRONX,LIVERY VEHICLE,Failure to Yield Right-of-Way
UNKNOWN,MANHATTAN,LIVERY VEHICLE,Illness
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Backing Unsafely
VAN,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
BICYCLE,QUEENS,LIVERY VEHICLE,Driver Inattention/Distraction
MOTORCYCLE,BRONX,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
LIVERY VEHICLE,QUEENS,OTHER,Driver Inattention/Distraction
UNKNOWN,MANHATTAN,MOTORCYCLE,Prescription Medication
TAXI,BROOKLYN,VAN,Backing Unsafely
BICYCLE,QUEENS,UNKNOWN,Turning Improperly
OTHER,BROOKLYN,PASSENGER VEHICLE,Other Vehicular
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Unsafe Lane Changing
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Driver Inexperience
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Steering Failure
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Tire Failure/Inadequate
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Outside Car Distraction
TAXI,QUEENS,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,UNKNOWN,Traffic Control Disregarded
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Aggressive Driving/Road Rage
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Animals Action
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Other Vehicular
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Backing Unsafely
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Prescription Medication
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
PICK-UP TRUCK,BROOKLYN,OTHER,Prescription Medication
MOTORCYCLE,MANHATTAN,LIVERY VEHICLE,Turning Improperly
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Illness
SMALL COM VEH(4 TIRES),MANHATTAN,BUS,Turning Improperly
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
SMALL COM VEH(4 TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Prescription Medication
MOTORCYCLE,BROOKLYN,UNKNOWN,Lost Consciousness
PEDICAB,BROOKLYN,SPORT UTILITY / STATION WAGON,Unspecified
MOTORCYCLE,BRONX,VAN,Unspecified
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,TAXI,Unspecified
TAXI,BROOKLYN,UNKNOWN,Fatigued/Drowsy
UNKNOWN,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,FIRE TRUCK,Oversized Vehicle
PICK-UP TRUCK,BROOKLYN,PICK-UP TRUCK,Failure to Yield Right-of-Way
UNKNOWN,BRONX,MOTORCYCLE,Driver Inattention/Distraction
TAXI,BRONX,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,TAXI,Glare
PASSENGER VEHICLE,STATEN ISLAND,SMALL COM VEH(4 TIRES),Tow Hitch Defective
MOTORCYCLE,STATEN ISLAND,BUS,Traffic Control Disregarded
OTHER,QUEENS,PASSENGER VEHICLE,Aggressive Driving/Road Rage
PICK-UP TRUCK,STATEN ISLAND,PASSENGER VEHICLE,Turning Improperly
SPORT UTILITY / STATION WAGON,BROOKLYN,BUS,Outside Car Distraction
BICYCLE,QUEENS,LIVERY VEHICLE,Prescription Medication
SPORT UTILITY / STATION WAGON,QUEENS,MOTORCYCLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Lost Consciousness
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Physical Disability
VAN,BROOKLYN,VAN,Oversized Vehicle
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Unsafe Speed
OTHER,MANHATTAN,PICK-UP TRUCK,View Obstructed/Limited
SPORT UTILITY / STATION WAGON,BROOKLYN,MOTORCYCLE,Fatigued/Drowsy
BICYCLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
BICYCLE,MANHATTAN,OTHER,Other Vehicular
BICYCLE,BROOKLYN,TAXI,Drugs (Illegal)
AMBULANCE,MANHATTAN,VAN,Prescription Medication
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Tire Failure/Inadequate
BICYCLE,MANHATTAN,VAN,Turning Improperly
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Steering Failure
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
UNKNOWN,QUEENS,AMBULANCE,Driver Inattention/Distraction
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Illness
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Reaction to Other Uninvolved Vehicle
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Prescription Medication
TAXI,BROOKLYN,OTHER,Driver Inexperience
LIVERY VEHICLE,MANHATTAN,BICYCLE,Prescription Medication
SPORT UTILITY / STATION WAGON,BROOKLYN,AMBULANCE,Oversized Vehicle
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Following Too Closely
UNKNOWN,STATEN ISLAND,PASSENGER VEHICLE,Failure to Keep Right
OTHER,BROOKLYN,BUS,Prescription Medication
VAN,MANHATTAN,VAN,Oversized Vehicle
AMBULANCE,MANHATTAN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
OTHER,BROOKLYN,PASSENGER VEHICLE,Brakes Defective
AMBULANCE,QUEENS,OTHER,Oversized Vehicle
OTHER,BROOKLYN,VAN,Outside Car Distraction
BICYCLE,BRONX,SPORT UTILITY / STATION WAGON,Alcohol Involvement
TAXI,BRONX,TAXI,Physical Disability
UNKNOWN,MANHATTAN,SPORT UTILITY / STATION WAGON,Outside Car Distraction
UNKNOWN,MANHATTAN,BICYCLE,Unspecified
