VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
SPORT UTILITY / STATION WAGON,BRONX,VAN,Fatigued/Drowsy
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Fatigued/Drowsy
BICYCLE,BROOKLYN,MOTORCYCLE,Lost Consciousness
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Prescription Medication
PASSENGER VEHICLE,BROOKLYN,BUS,Brakes Defective
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Steering Failure
BUS,BRONX,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BICYCLE,QUEENS,SMALL COM VEH(4 TIRES),Unspecified
BICYCLE,BROOKLYN,BUS,Unspecified
BICYCLE,BROOKLYN,UNKNOWN,Driver Inattention/Distraction
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Outside Car Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,OTHER,Unspecified
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Turning Improperly
BICYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
BICYCLE,QUEENS,PASSENGER VEHICLE,Physical Disability
BICYCLE,QUEENS,PASSENGER VEHICLE,Traffic Control Disregarded
TAXI,BROOKLYN,PASSENGER VEHICLE,Passenger Distraction
BICYCLE,BRONX,SMALL COM VEH(4 TIRES),Unspecified
AMBULANCE,QUEENS,PASSENGER VEHICLE,Driver Inattention/Distraction
AMBULANCE,MANHATTAN,PASSENGER VEHICLE,Driver Inattention/Distraction
UNKNOWN,BRONX,UNKNOWN,Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),QUEENS,PASSENGER VEHICLE,Driver Inexperience
PASSENGER VEHICLE,BRONX,OTHER,Fatigued/Drowsy
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Failure to Keep Right
OTHER,MANHATTAN,OTHER,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
TAXI,MANHATTAN,TAXI,Physical Disability
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Physical Disability
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,BICYCLE,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,AMBULANCE,Unspecified
SMALL COM VEH(4 TIRES),BRONX,SPORT UTILITY / STATION WAGON,Brakes Defective
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
PICK-UP TRUCK,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inexperience
BICYCLE,BROOKLYN,TAXI,Failure to Yield Right-of-Way
TAXI,MANHATTAN,LIVERY VEHICLE,Traffic Control Disregarded
BICYCLE,STATEN ISLAND,UNKNOWN,Unspecified
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Backing Unsafely
BICYCLE,BROOKLYN,LIVERY VEHICLE,Physical Disability
BICYCLE,MANHATTAN,TAXI,Outside Car Distraction
PASSENGER VEHICLE,BROOKLYN,VAN,Brakes Defective
OTHER,MANHATTAN,TAXI,Alcohol Involvement
BICYCLE,BROOKLYN,UNKNOWN,Fatigued/Drowsy
BICYCLE,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
BICYCLE,QUEENS,PASSENGER VEHICLE,Lost Consciousness
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Driver Inattention/Distraction
UNKNOWN,BRONX,SPORT UTILITY / STATION WAGON,Pavement Slippery
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Fatigued/Drowsy
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,TAXI,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BROOKLYN,MOTORCYCLE,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Illness
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Obstruction/Debris
TAXI,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
TAXI,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
OTHER,BROOKLYN,VAN,Fatigued/Drowsy
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Brakes Defective
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Keep Right
PASSENGER VEHICLE,QUEENS,BUS,Traffic Control Disregarded
PASSENGER VEHICLE,MANHATTAN,TAXI,Alcohol Involvement
PICK-UP TRUCK,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BICYCLE,BROOKLYN,PASSENGER VEHICLE,Alcohol Involvement
PASSENGER VEHICLE,STATEN ISLAND,PASSENGER VEHICLE,Animals Action
PASSENGER VEHICLE,BROOKLYN,TAXI,Driver Inexperience
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Alcohol Involvement
VAN,BROOKLYN,TAXI,Unspecified
PASSENGER VEHICLE,BRONX,LIVERY VEHICLE,Physical Disability
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Failure to Keep Right
BICYCLE,MANHATTAN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
BUS,BROOKLYN,UNKNOWN,Unspecified
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
BICYCLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Failure to Keep Right
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Physical Disability
OTHER,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Traffic Control Disregarded
VAN,BROOKLYN,PASSENGER VEHICLE,Driver Inexperience
PICK-UP TRUCK,QUEENS,BUS,Driver Inattention/Distraction
AMBULANCE,BRONX,AMBULANCE,Unspecified
MOTORCYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Unspecified
OTHER,BRONX,MOTORCYCLE,Unspecified
AMBULANCE,MANHATTAN,MOTORCYCLE,Driver Inattention/Distraction
TAXI,MANHATTAN,TAXI,Following Too Closely
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Other Vehicular
UNKNOWN,BRONX,PASSENGER VEHICLE,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Keep Right
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Driver Inexperience
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
AMBULANCE,QUEENS,SPORT UTILITY / STATION WAGON,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Glare
PASSENGER VEHICLE,STATEN ISLAND,LIVERY VEHICLE,Driver Inattention/Distraction
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Reaction to Other Uninvolved Vehicle
PASSENGER VEHICLE,QUEENS,OTHER,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Pavement Defective
MOTORCYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
PASSENGER VEHICLE,QUEENS,OTHER,View Obstructed/Limited
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Prescription Medication
BICYCLE,BROOKLYN,UNKNOWN,Passenger Distraction
TAXI,MANHATTAN,BICYCLE,Unspecified
UNKNOWN,BROOKLYN,UNKNOWN,Alcohol Involvement
BICYCLE,BRONX,SPORT UTILITY / STATION WAGON,Other Vehicular
BICYCLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Physical Disability
VAN,QUEENS,PASSENGER VEHICLE,Physical Disability
PASSENGER VEHICLE,BROOKLYN,OTHER,View Obstructed/Limited
BICYCLE,BRONX,LIVERY VEHICLE,Passenger Distraction
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Other Vehicular
PASSENGER VEHICLE,QUEENS,BUS,Glare
BICYCLE,BRONX,MOTORCYCLE,Unspecified
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Following Too Closely
BICYCLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Glare
BICYCLE,BROOKLYN,OTHER,Failure to Yield Right-of-Way
MOTORCYCLE,BRONX,PASSENGER VEHICLE,Prescription Medication
VAN,BRONX,BUS,Fatigued/Drowsy
BICYCLE,QUEENS,BUS,Unspecified
TAXI,BROOKLYN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
PICK-UP TRUCK,BROOKLYN,OTHER,Driver Inattention/Distraction
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
BICYCLE,BRONX,LIVERY VEHICLE,Physical Disability
LARGE COM VEH(6 OR MORE TIRES),BRONX,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
BICYCLE,STATEN ISLAND,PASSENGER VEHICLE,Driver Inattention/Distraction
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
BICYCLE,BROOKLYN,SMALL COM VEH(4 TIRES),Unspecified
BICYCLE,QUEENS,BUS,Physical Disability
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unsafe Speed
VAN,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
LIVERY VEHICLE,BROOKLYN,TAXI,Physical Disability
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Brakes Defective
SPORT UTILITY / STATION WAGON,BRONX,LIVERY VEHICLE,Alcohol Involvement
SMALL COM VEH(4 TIRES),QUEENS,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
LIVERY VEHICLE,BROOKLYN,BUS,Physical Disability
BUS,MANHATTAN,PASSENGER VEHICLE,Physical Disability
BICYCLE,BROOKLYN,TAXI,Physical Disability
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Prescription Medication
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
UNKNOWN,BRONX,BUS,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Pavement Slippery
PASSENGER VEHICLE,MANHATTAN,VAN,Illness
UNKNOWN,BRONX,LIVERY VEHICLE,Fatigued/Drowsy
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,View Obstructed/Limited
VAN,QUEENS,SPORT UTILITY / STATION WAGON,Pavement Slippery
SPORT UTILITY / STATION WAGON,BROOKLYN,AMBULANCE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Physical Disability
BUS,QUEENS,TAXI,Physical Disability
OTHER,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
PASSENGER VEHICLE,STATEN ISLAND,OTHER,Failure to Yield Right-of-Way
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Prescription Medication
AMBULANCE,QUEENS,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
BUS,BRONX,SPORT UTILITY / STATION WAGON,Other Vehicular
PASSENGER VEHICLE,MANHATTAN,VAN,Passenger Distraction
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Fell Asleep
OTHER,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Outside Car Distraction
OTHER,QUEENS,LIVERY VEHICLE,Unspecified
TAXI,MANHATTAN,SPORT UTILITY / STATION WAGON,Fell Asleep
BICYCLE,QUEENS,PASSENGER VEHICLE,Alcohol Involvement
BUS,QUEENS,VAN,Glare
BUS,QUEENS,BUS,Illness
LIVERY VEHICLE,QUEENS,BUS,Turning Improperly
VAN,MANHATTAN,PASSENGER VEHICLE,Pavement Slippery
LIVERY VEHICLE,BROOKLYN,PASSENGER VEHICLE,Fell Asleep
BUS,STATEN ISLAND,BUS,Unspecified
SCOOTER,BROOKLYN,PASSENGER VEHICLE,Unspecified
VAN,BRONX,SPORT UTILITY / STATION WAGON,Pavement Slippery
PASSENGER VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
VAN,QUEENS,SMALL COM VEH(4 TIRES),Fatigued/Drowsy
UNKNOWN,BRONX,OTHER,Turning Improperly
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Failure to Yield Right-of-Way
LIVERY VEHICLE,BROOKLYN,PICK-UP TRUCK,Pavement Slippery
BUS,BROOKLYN,PASSENGER VEHICLE,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,QUEENS,FIRE TRUCK,Physical Disability
VAN,STATEN ISLAND,SMALL COM VEH(4 TIRES),Unspecified
LIVERY VEHICLE,QUEENS,SPORT UTILITY / STATION WAGON,Traffic Control Device Improper/Non-Working
VAN,STATEN ISLAND,VAN,Unspecified
PICK-UP TRUCK,BROOKLYN,TAXI,Alcohol Involvement
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Pavement Slippery
BUS,STATEN ISLAND,OTHER,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,TAXI,Following Too Closely
AMBULANCE,STATEN ISLAND,PASSENGER VEHICLE,Driver Inattention/Distraction
